Sample.ID,Start.Weight,Weight_g,Delta.Weight.FC,Fat.mass_g,Lean.mass_g,Pre.blood.value,Post.blood.value,Insulin_pre_ng.mL,GIP_pre_pg.mL,Glucagon_pre_ng.mL.,Leptin_pre_ng.mL,Resistin_pre_ng.mL,Insulin_post_ng.mL,GIP_post_pg.mL,Glucagon_post_ng.mL,Leptin_post_ng.mL,Resistin_post_ng.mL,Log10.Pre.blood.value,Log10.Post.blood.value,Log10.Insulin_pre_ng.mL,Log10.Insulin_post_ng.mL,Log10.GIP_pre_pg.mL,Log10.GIP_post_pg.mL,Log10.Glucagon_pre_ng.mL.,Log10.Glucagon_post_ng.mL,Sqrt.Leptin_pre_ng.mL,Sqrt.Leptin_post_ng.mL,Sqrt.Resistin_pre_ng.mL,Sqrt.Resistin_post_ng.mL,Glucose.FC,Insulin.FC,GIP.FC,Glucagon.FC,Leptin.FC,Resistin.FC,Log10.Glucose.FC,Log10.Insulin_FC,Log10.GIP_FC,Log10.Glucagon_FC,Log10.Leptin_FC,Log10.Resistin_FC
7NN,24.17,32.5,1.344642118,4.64,25.74,187,253,1.80462,91.41,0.10325,1.05324,21.8636,3.98613,189.48,0.26619,8.81983,27.80356,5.231108617,5.533389489,0.590350043,1.382820835,4.515354882,5.244283478,-2.270602047,-1.323544939,1.026274817,2.96981986,4.675852863,5.272908116,47.53482701,2.208847292,2.072858549,2.57811138,8.373998329,1.271682614,0.131278915,0.792470792,0.728928596,0.947057108,2.125131468,0.240340916
7RN,30.08,45.98,1.528590426,8.84,34.05,279,279,1.40579,53.3,0.08644,2.64407,11.2839,2.4765,130.94,0.12867,5.76714,14.56407,5.631211782,5.631211782,0.340599422,0.906846273,3.975936331,4.874739203,-2.448304747,-2.050504292,1.626059655,2.401487039,3.359151679,3.816290083,52.87300626,1.76164292,2.456660413,1.488546969,2.181160105,1.290694707,0,0.566246851,0.898802872,0.397800456,0.779856894,0.255180606
8NN,28.42,49.92,1.7565095,13.12,33.02,184,178,0.89979,25.32,0.0681,0.89396,9.86578,1.26577,37.33,0.08644,1.43795,9.60709,5.214935758,5.18178355,-0.105593876,0.235680633,3.231594597,3.619797293,-2.686778066,-2.448304747,0.94549458,1.199145529,3.140983922,3.09953061,29.49192981,1.40673935,1.474328594,1.269309838,1.60851716,0.973779063,-0.014397821,0.341274509,0.388202696,0.238473318,0.475312736,-0.026570836
8RN,26.45,37.2,1.406427221,9.46,25.65,267,223,27.52416,134.53,0.11377,20.16514,22.62117,6.80879,78.91,0.01441,12.25323,14.58775,5.587248658,5.407171771,3.315064164,1.918214424,4.901787222,4.368307963,-2.173576412,-4.239832869,4.490561212,3.500461398,4.75617178,3.819391313,11.58943072,0.247375033,0.586560618,0.126659049,0.607644182,0.644871596,-0.078206398,-1.396849742,-0.533479261,-2.066256456,-0.498165795,-0.438704058
9NN,24.02,31.6,1.315570358,5.2,24.5,341,277,1.56141,110.81,0.1279,1.92909,7.42235,2.14939,92.4,0.09977,2.08118,7.07592,5.831882477,5.624017506,0.445589259,0.765184081,4.707817023,4.526126979,-2.05650657,-2.304887742,1.388916844,1.442629544,2.724399016,2.66006015,42.98894105,1.376569895,0.83385976,0.780062549,1.078840282,0.953326103,-0.09027461,0.319594822,-0.181690044,-0.248381171,0.075886651,-0.047798248
9RN,30.4,42.64,1.402631579,7.13,32.01,292,232,4.47616,102.04,0.20967,4.2989,16.84353,9.49746,72.84,0.15799,8.95079,12.12075,5.676753802,5.446737372,1.498765536,2.251024394,4.625364893,4.288265255,-1.562220413,-1.845223539,2.073378885,2.991787091,4.104086987,3.481486751,7.669418981,2.121787425,0.713837711,0.753517432,2.082111703,0.719608657,-0.099894867,0.752258858,-0.337099638,-0.283003126,0.733382621,-0.329047747
11NN,30.27,44.02,1.454245127,10.62,30.51,204,353,2.86583,84.73,0.08556,6.53225,14.27162,2.96763,150.74,0.1173,9.57277,21.21507,5.318119994,5.866468057,1.052858012,1.087763654,4.43946973,5.015556498,-2.458537395,-2.143020523,2.555826676,3.093989334,3.777779771,4.60598198,50.79474193,1.035521995,1.779062906,1.370967742,1.465462896,1.486521502,0.238144538,0.034905643,0.576086768,0.315516871,0.382171163,0.396438828
11RN,30.46,49.3,1.618516087,17.06,28.98,320,318,4.13767,118.84,0.18043,12.01759,44.33107,2.86583,101.3,0.16172,9.99321,21.06237,5.768320996,5.762051383,1.420132827,1.052858012,4.777778051,4.618086411,-1.712412388,-1.821888834,3.466639583,3.161203885,6.658158154,4.589375775,35.34752585,0.692619276,0.852406597,0.896303276,0.831548588,0.475115309,-0.002722858,-0.367274816,-0.159691639,-0.109476446,-0.184465548,-0.744197749
12NN,23.79,45.4,1.908364859,17.82,24.96,272,311,6.66804,148.51,0.1992,12.73505,33.10752,5.82128,104.51,0.09611,11.4213,17.29974,5.605802066,5.739792912,1.897325964,1.761520169,5.000652296,4.649282761,-1.613445934,-2.34226191,3.568620182,3.379541389,5.753913451,4.159295613,17.95309623,0.873012159,0.703723655,0.48247992,0.896839824,0.522532041,0.058191485,-0.135805795,-0.351369535,-0.728815976,-0.108878001,-0.649068975
12RN,26.01,39.3,1.510957324,7.87,28.67,258,312,0.90813,185,0.09611,4.55171,28.61098,0.99992,97.96,0.08002,2.48219,21.24785,5.552959585,5.743003188,-0.096367739,-8.00E-05,5.220355825,4.584559232,-2.34226191,-2.525478676,2.133473693,1.575496747,5.348923256,4.609539023,97.96783743,1.101075837,0.529513514,0.83258766,0.545331315,0.742646704,0.082534888,0.096287735,-0.635796592,-0.183216765,-0.606361752,-0.297534847
13RN,27.22,53.25,1.956282145,21.13,29.66,220,250,13.94051,68.87,0.17146,12.89804,24.0308,16.10157,54.92,0.11226,13.86991,14.77287,5.393627546,5.521460918,2.63479899,2.778916783,4.23222067,4.005877581,-1.763405276,-2.186937669,3.591384134,3.724232807,4.90212199,3.843549141,3.410847514,1.155020153,0.797444461,0.654729966,1.075350208,0.614747324,0.055517328,0.144117792,-0.226343088,-0.423532394,0.072646383,-0.486543951
14NN,30.26,40.5,1.338400529,9.84,28.39,321,300,5.9631,333.56,0.29148,11.46221,28.09621,5.64702,231.49,0.12396,10.49845,24.22114,5.771441123,5.703782475,1.78559048,1.731127972,5.809822759,5.444536676,-1.232783886,-2.087796346,3.385588575,3.24013117,5.300585817,4.92149774,40.99330266,0.946994013,0.693998081,0.425277892,0.915918483,0.862078551,-0.029383778,-0.054462508,-0.365286084,-0.85501246,-0.087827911,-0.148408886
14RN,27.76,54.2,1.952449568,16.31,33.76,298,421,17.72336,169.46,0.30509,11.56831,29.65673,40.55566,40.36,0.14301,10.66532,21.62633,5.697093487,6.042632834,2.874883543,3.702675352,5.132616911,3.697839195,-1.187148464,-1.944840721,3.401221839,3.265780152,5.445799299,4.65041181,0.995175519,2.28826024,0.238168299,0.468746927,0.92194279,0.729221664,0.150065832,0.827791808,-1.434777717,-0.757692257,-0.081272107,-0.315777527
15NN,22.95,40.9,1.782135076,9.63,28.92,252,288,4.13352,179.27,0.11287,9.07679,32.40005,5.4292,118.84,0.11165,10.38008,23.37259,5.529429088,5.66296048,1.419129344,1.691791793,5.188893049,4.777778051,-2.181518565,-2.192386301,3.01277115,3.221813154,5.69210418,4.834520659,21.88904443,1.313456812,0.662910693,0.989191105,1.143584902,0.721375121,0.057991947,0.27266245,-0.411114999,-0.010867735,0.134167979,-0.326595998
15RN,27.32,37.6,1.376281113,8.93,26.46,317,260,14.22729,99.07,0.08899,10.21064,10.82936,25.75247,154.45,0.01441,10.64614,4.58066,5.758901774,5.560681631,2.655161951,3.248530545,4.595826671,5.039870419,-2.419231275,-4.239832869,3.195409207,3.262842319,3.290799295,2.140247649,5.99748296,1.810075566,1.558998688,0.161928307,1.042651587,0.422985292,-0.086085914,0.593368594,0.444043749,-1.820601591,0.041767071,-0.860417871
16NN,32.57,48.3,1.482959779,12.9,32.98,251,205,2.97195,96.85,0.13844,9.81496,31.86697,10.03401,24.8,0.12423,7.69463,26.5326,5.525452939,5.323009979,1.089218303,2.305980323,4.57316339,3.210843653,-1.97731826,-2.085620593,3.132883656,2.77391961,5.645083702,5.150980489,2.471594108,3.376237824,0.256066082,0.897356255,0.783969573,0.832605045,-0.08791986,1.21676202,-1.362319735,-0.108302333,-0.243385069,-0.183195885
16RN,26.94,57,2.115812918,17.6,36.41,313,208,21.0209,66.51,0.24708,12.48752,28.55806,2.23376,40.61,0.12529,6.09822,10.23624,5.746203191,5.33753808,3.045517181,0.803686264,4.197352312,3.704014342,-1.398043108,-2.077124229,3.533768527,2.46945743,5.343974177,3.199412446,18.18010887,0.106263766,0.610584874,0.507082726,0.488345164,0.358436112,-0.177481003,-2.241830917,-0.493337971,-0.679081121,-0.71673282,-1.026004844
17RN,29.83,37.8,1.267180691,10.22,25.14,234,252,4.30164,50.92,0.10118,7.7726,17.77326,4.07955,130.45,0.07804,6.55568,10.24471,5.455321115,5.529429088,1.458996345,1.405986688,3.930255774,4.870990012,-2.29085417,-2.550533763,2.787938306,2.560406218,4.215834437,3.200735853,31.97656604,0.948370854,2.561861744,0.771298676,0.843434629,0.576411418,0.032184683,-0.053009657,0.940734238,-0.259679593,-0.17027288,-0.550933606
18NN,29.6,39.8,1.344594595,7.53,29.95,278,317,2.86801,97.84,0.14234,4.84602,22.53708,4.65935,92.28,0.0976,6.40517,21.96878,5.627621114,5.758901774,1.053618409,1.538875953,4.583333491,4.524827433,-1.949536717,-2.326877786,2.201367757,2.530843733,4.747323456,4.687086515,19.80533765,1.624593359,0.943172527,0.685682169,1.321738251,0.974783779,0.057014466,0.485257544,-0.058506058,-0.377341069,0.278947727,-0.025539598
18RN,28.66,49.6,1.730635031,9.4,36.38,205,284,5.63309,183.5,0.15558,11.73239,28.37787,11.64168,76.44,0.13194,12.56039,21.27518,5.323009979,5.648974238,1.728658137,2.454591762,5.212214667,4.336506119,-1.86059521,-2.025408005,3.425257655,3.544064051,5.327088323,4.612502575,6.56606263,2.066659684,0.416566757,0.848052449,1.070573856,0.74971025,0.141564479,0.725933625,-0.875708549,-0.164812795,0.068194819,-0.28806848
19NN,31.83,60.1,1.888155828,20.34,36.21,272,228,15.93114,161.02,0.12369,9.95098,20.70152,18.06968,110.19,0.05536,13.92557,20.08086,5.605802066,5.429345629,2.768275684,2.894235396,5.081528581,4.702206148,-2.089976844,-2.893897968,3.154517396,3.731698005,4.549892306,4.481167259,6.098060397,1.13423647,0.684324929,0.447570539,1.399416942,0.970018627,-0.076634057,0.125959711,-0.379322432,-0.803921125,0.33605568,-0.030440005
19RN,28.93,61.2,2.115451089,22.94,34.55,259,308,22.15931,120.94,0.08377,10.29187,28.37166,10.3202,188.86,0.01441,8.80275,20.69882,5.556828062,5.730099783,3.098257724,2.33410314,4.795294555,5.241006,-2.479680331,-4.239832869,3.20809445,2.966942871,5.326505421,4.549595586,18.30003295,0.465727498,1.561600794,0.172018622,0.855311037,0.729559709,0.075250952,-0.764154584,0.445711445,-1.760152541,-0.15629009,-0.315314065
20NN,25.63,46.6,1.818181818,12.57,31.02,275,289,8.45453,81.27,0.11317,11.37942,33.04411,5.98809,124.77,0.01441,9.24064,21.85807,5.616771098,5.666426688,2.134702392,1.789772497,4.397776945,4.826472042,-2.178864166,-4.239832869,3.373339592,3.039842101,5.748400647,4.67526149,20.83636017,0.708270004,1.535252861,0.127330565,0.812048417,0.661481577,0.021565149,-0.344929896,0.428695098,-2.0609687,-0.208195314,-0.413273146
20RN,28.27,37.3,1.31941988,5.93,28.52,276,251,2.3874,80.15,0.01441,3.88706,35.08927,2.95468,222.96,0.08239,5.49287,29.4102,5.620400866,5.525452939,0.870204908,1.083390354,4.383899879,5.406992383,-4.239832869,-2.496291209,1.971562832,2.343687266,5.92361967,5.423117185,75.45994829,1.237614141,2.781784155,5.717557252,1.413116854,0.838153658,-0.041235361,0.213185446,1.023092504,1.74354166,0.3457978,-0.176553833
21NN,24.3,48.55,1.997942387,14.96,30.66,484,392,9.66457,95.86,0.17308,10.89893,5.22188,13.62962,47.91,0.18009,13.06268,8.15057,6.182084907,5.97126184,2.268466621,2.612245366,4.562888794,3.869324251,-1.754001364,-1.714298553,3.301352753,3.614232975,2.285143322,2.854920314,3.515138353,1.410266572,0.499791362,1.040501502,1.198528663,1.560849732,-0.091559295,0.343778745,-0.693564544,0.03970281,0.18109469,0.445230373
21RN,25.07,35,1.396090945,7.92,25.58,274,254,1.04523,383.7,0.21598,5.0347,19.49686,2.21841,260.7,0.11347,7.16555,16.77873,5.613128106,5.537334267,0.044236957,0.796790723,5.949860997,5.563370321,-1.532569468,-2.176216794,2.243813718,2.676854497,4.415524884,4.09618481,117.5165997,2.122413249,0.67943706,0.52537272,1.423232765,0.860586269,-0.032916846,0.752553766,-0.386490677,-0.643647325,0.352930879,-0.150141414
22RN,29.15,41,1.40651801,9.21,29.54,268,231,2.01579,134.78,0.08467,7.52987,28.93882,1.98363,64.4,0.01441,6.94845,26.88865,5.590986981,5.442417711,0.701011178,0.6849285,4.90364382,4.165113633,-2.468993931,-4.239832869,2.744060859,2.635991275,5.379481388,5.185426694,32.46573202,0.984045957,0.4778157,0.17019015,0.922784856,0.929155024,-0.064522814,-0.016082679,-0.738530186,-1.770838938,-0.080359164,-0.073479682
23NN,27.88,46.78,1.677905308,14.78,29.37,208,170,22.6894,26.35,0.10979,12.69849,18.6545,14.92043,38.47,0.19579,13.07396,24.04232,5.33753808,5.135798437,3.121897855,2.702731415,3.271468275,3.649878717,-2.209185829,-1.630712623,3.563494072,3.615793136,4.319085551,4.90329685,2.578343922,0.657594736,1.459962049,1.783313599,1.029568083,1.288821464,-0.087614414,-0.41916644,0.378410442,0.578473206,0.029139377,0.253728207
23RN,22.26,28.97,1.301437556,5.3,22.26,200,396,1.27863,78.3,0.11844,4.04116,11.34493,1.4416,82.26,0.12179,8.60301,22.68011,5.298317367,5.981414211,0.245789192,0.365753608,4.360547603,4.409884963,-2.133348776,-2.105457029,2.010263664,2.933088816,3.368223567,4.762363909,57.06159822,1.127456731,1.050574713,1.028284363,2.128846668,1.999140585,0.29666519,0.119964416,0.04933736,0.027891746,0.755580363,0.692717381
24NN,28.09,43.86,1.561409754,11,29.79,289,228,3.11783,105.37,0.17627,8.48643,28.73254,4.973,118.09,0.14324,7.98161,23.79523,5.666426688,5.429345629,1.137137247,1.60402328,4.657477966,4.771447046,-1.735738369,-1.943233734,2.913147782,2.825174331,5.360274247,4.878035465,23.74622964,1.595019613,1.120717472,0.812617008,0.940514445,0.828163121,-0.102962996,0.466886033,0.11396908,-0.207495365,-0.061328272,-0.188545138
24RN,29.88,58.275,1.950301205,25.13,29.67,362,232,17.9055,62.78,0.09225,15.01805,40.40734,7.36719,150.74,0.06558,13.8499,43.68927,5.891644212,5.446737372,2.885107928,1.997036358,4.139636551,5.015556498,-2.383252996,-2.724484508,3.875312891,3.721545378,6.356676805,6.609785927,20.46098988,0.411448438,2.401083147,0.710894309,0.922216932,1.081221135,-0.193220586,-0.888071569,0.875919947,-0.341231511,-0.080974799,0.078091083
25NN,27.49,40.06,1.457257184,9.86,27.81,192,244,1.65971,142.07,0.11758,7.06391,29.91058,2.15657,156.81,0.17415,7.98315,24.79609,5.257495372,5.497168225,0.506642888,0.768518997,4.956319894,5.055034881,-2.140636326,-1.747838282,2.657801723,2.825446867,5.469056591,4.97956725,72.71268728,1.299365552,1.103751672,1.481119238,1.130131896,0.829007328,0.104088598,0.261876108,0.098714988,0.392798044,0.122334348,-0.187526284
25RN,25.65,44.17,1.72202729,14.28,27.73,306,448,3.54653,198.2,0.11526,11.1561,31.21473,5.24893,81.89,0.12739,10.87046,29.99331,5.723585102,6.104793232,1.265969661,1.658024246,5.289276622,4.405376883,-2.160564833,-2.060502032,3.340074849,3.297038065,5.587014408,5.47661483,15.60127493,1.480018497,0.413168517,1.105240326,0.97439607,0.960870397,0.165556588,0.392054586,-0.883899738,0.100062801,-0.025937415,-0.039915742
26NN,27.1,47.86,1.766051661,21.78,23.39,255,199,18.93652,185.99,0.17379,15.03204,60.87284,7.57557,162.88,0.13194,17.02561,63.35161,5.541263545,5.293304825,2.941092333,2.024928596,5.225692909,5.093013733,-1.749907605,-2.025408005,3.877117486,4.126210126,7.802104844,7.959372463,21.50069236,0.400050801,0.875746008,0.759192128,1.132621387,1.040720459,-0.107687104,-0.916163737,-0.132679175,-0.275500401,0.124534758,0.039913222
26RN,30.41,49.98,1.64353831,15.21,31.47,276,235,6.01201,144.55,0.13342,11.81013,44.89191,16.34342,185.24,0.01441,11.62544,35.47176,5.620400866,5.459585514,1.793759135,2.79382537,4.973625468,5.221652282,-2.014253232,-4.239832869,3.43658697,3.409609948,6.700142536,5.955817324,11.33422503,2.718461879,1.281494293,0.108004797,0.98436173,0.790159296,-0.06984122,1.000066235,0.248026813,-2.225579636,-0.015761838,-0.235520713
27NN,28.46,52,1.827125791,19.34,31.4,266,262,6.80992,114.39,0.14413,11.87135,64.77,5.32197,126.62,0.11643,11.32967,40.74055,5.583496309,5.568344504,1.918380373,1.671843536,4.739613663,4.841190475,-1.937039609,-2.150465045,3.44548255,3.365957516,8.047981113,6.382832443,23.79194171,0.781502573,1.10691494,0.807812392,0.954370817,0.629003397,-0.006580345,-0.246536837,0.101576812,-0.213425436,-0.046702986,-0.463618622
27RN,25.24,40,1.584786054,13.6,24.38,207,228,3.28614,102.51,0.11178,10.31748,42.68241,3.80628,93.05,0.14365,12.04882,40.63669,5.332718793,5.429345629,1.189713624,1.336652334,4.629960355,4.533136983,-2.191222625,-1.940375494,3.212083436,3.471141023,6.533177634,6.374691365,24.44644114,1.15828297,0.90771632,1.285113616,1.16780648,0.952071123,0.041964502,0.14693871,-0.096823372,0.250847132,0.155127186,-0.049115538
28NN,27.55,46.3,1.680580762,15.39,28.69,217,241,6.68689,94.29,0.10921,17.9126,36.52785,8.80318,62.79,0.16027,17.23049,32.85205,5.379897354,5.484796933,1.900148893,2.17511302,4.546375139,4.139795825,-2.214482645,-1.830895386,4.232327965,4.150962539,6.04382743,5.731670786,7.132649792,1.316483447,0.665924276,1.467539603,0.961920101,0.899369933,0.045557309,0.274964126,-0.406579315,0.383587259,-0.038823887,-0.106060835
28RN,24.79,42.5,1.714400968,15.52,24.59,320,232,1.11057,222.76,0.34368,8.91007,29.14187,0.79466,145.98,0.15256,9.162,15.78481,5.768320996,5.446737372,0.104873397,-0.229840929,5.406094959,4.983469626,-1.068044287,-1.880197318,2.984974037,3.026879581,5.398321035,3.973010194,183.7012055,0.715542469,0.655324116,0.443901304,1.02827475,0.541653984,-0.139661993,-0.334714326,-0.422625332,-0.81215303,0.027882398,-0.613127887
29NN,30.83,51.98,1.68602011,12.65,36.33,425,450,17.72014,118.49,0.21565,11.77435,26.08982,12.39594,62.79,0.19401,13.23022,17.50675,6.052089169,6.109247583,2.874701846,2.517369,4.774828569,4.139795825,-1.534098556,-1.639845575,3.431377275,3.637336938,5.107819496,4.184106834,5.065368177,0.69953962,0.529918137,0.899652214,1.12364759,0.671018428,0.024823584,-0.357332846,-0.635032743,-0.105747019,0.11658017,-0.398958679
29RN,32.38,48.6,1.500926498,11.17,34.91,240,289,2.90779,326.62,0.38493,11.46865,10.32602,2.91956,225.97,0.18719,6.42863,9.27507,5.480638923,5.666426688,1.067393342,1.07143292,5.788797416,5.420402247,-0.954693779,-1.675631135,3.386539532,2.535474315,3.213412516,3.045499959,77.39864911,1.004047748,0.691843733,0.48629621,0.560539383,0.89822313,0.080686601,0.004039578,-0.368395168,-0.720937355,-0.578855775,-0.107336767
32NN,28.47,52,1.826484018,18.91,29.78,272,468,28.77032,112.76,0.01441,11.88545,24.13493,46.92343,210.74,0.01441,14.89861,23.25749,5.605802066,6.148468296,3.3593443,3.848517124,4.725261666,5.350625146,-4.239832869,-4.239832869,3.4475281,3.85987176,4.912731419,4.822601995,4.491146534,1.630966566,1.868925151,1,1.253516695,0.963644394,0.235676949,0.489172824,0.62536348,0,0.225952957,-0.037032938
32RN,23.57,28.4,1.20492151,1.66,24.79,347,203,1.41874,63.42,0.1172,1.05988,22.23937,1.79474,102.92,0.1191,0.90524,24.55864,5.84932478,5.313205979,0.349769154,0.584860165,4.149779269,4.633951987,-2.143873402,-2.127791803,1.029504735,0.951441012,4.715863654,4.955667463,57.34535364,1.265023894,1.622831914,1.016211604,0.85409669,1.104286677,-0.232833437,0.235091011,0.484172718,0.016081599,-0.157710871,0.099199585
33NN,25.9,33.4,1.28957529,0.41,29.76,98,161,0.9715,135.21,0.13655,1.09426,33.4933,0.96664,123.8,0.09936,1.04908,36.53488,4.584967479,5.081404365,-0.02891401,-0.033929138,4.906829125,4.81866736,-1.991064431,-2.309005661,1.046068831,1.024246064,5.787339631,6.044408987,128.0724986,0.994997427,0.915612751,0.727645551,0.958711824,1.090811595,0.2155998,-0.005015128,-0.088161765,-0.31794123,-0.042164746,0.086922002
33RN,32.57,47.2,1.449186368,15.33,29.16,179,253,8.62993,164.02,0.20852,12.50904,45.0691,4.99592,57.78,0.11768,11.65605,32.44721,5.187385806,5.533389489,2.155236394,1.608621579,5.099988372,4.056642695,-1.567720319,-2.139786203,3.536812124,3.414095781,6.713352367,5.696245255,11.5654374,0.578906202,0.352274113,0.564358335,0.931810115,0.719943598,0.15026749,-0.546614815,-1.043345676,-0.572065883,-0.070626224,-0.328582406
34NN,26.61,49.6,1.863960917,17.98,29.7,484,438,20.86403,126.86,0.5004,16.0172,45.53394,9.6386,118.49,0.42085,14.103,31.4695,6.182084907,6.08221891,3.038026624,2.26577587,4.843084116,4.774828569,-0.6923475,-0.865478803,4.002149422,3.755396118,6.747884113,5.609768266,12.29327911,0.461972112,0.934021756,0.841027178,0.880490972,0.691121831,-0.043371251,-0.772250753,-0.068255548,-0.173131303,-0.127275604,-0.36943916
34RN,24.44,43,1.759410802,13.25,27.85,266,254,2.17709,101.28,0.09702,11.65605,42.95235,2.56164,363.36,0.13574,11.30624,25.67403,5.583496309,5.537334267,0.777989123,0.940647678,4.617888958,5.895394078,-2.332838136,-1.997013988,3.414095781,3.362475279,6.553804239,5.066954707,141.8466295,1.176634866,3.587677725,1.399092971,0.969988976,0.597732837,-0.02004792,0.162658556,1.27750512,0.335824149,-0.030470572,-0.514611386
37NN,28.04,46.6,1.661911555,12.03,31.54,213,230,3.42843,193.46,0.15924,17.724,25.58052,1.67101,224.76,0.0703,14.49327,16.75968,5.361292166,5.438079309,1.23210243,0.513428234,5.265070773,5.415033166,-1.837342781,-2.65498348,4.209988123,3.807002758,5.057718853,4.093858815,134.5054787,0.487398022,1.161790551,0.441471992,0.817720041,0.655173546,0.033348233,-0.718674196,0.149962393,-0.817640699,-0.201235249,-0.422855123
37RN,35.12,48,1.366742597,7.57,37.24,234,207,2.26723,131.95,0.07446,3.87429,13.17278,2.44573,173.31,0.09936,3.10059,23.82006,5.455321115,5.332718793,0.818558822,0.894343647,4.882423063,5.155081898,-2.597493211,-2.309005661,1.96832162,1.760849227,3.629432463,4.880579884,70.86227834,1.078730433,1.313452065,1.334407736,0.800298893,1.80827889,-0.053245512,0.075784825,0.272658835,0.28848755,-0.222770005,0.592375503
38NN,27.12,35.2,1.297935103,6.52,26.3,404,279,1.38,71.12,0.18131,4.85867,11.85191,1.93489,54.22,0.08692,6.43148,14.99684,6.001414878,5.631211782,0.322083499,0.660050477,4.264368591,3.993049844,-1.707547006,-2.442767124,2.204239098,2.536036277,3.442660309,3.87257537,28.02226483,1.402094203,0.762373453,0.479399923,1.323712045,1.265352167,-0.160777162,0.337966978,-0.271318748,-0.735220118,0.280439945,0.235350476
38RN,27.51,54.16,1.96873864,20.19,30.75,371,414,19.88212,66.55,0.15112,19.86908,8.11255,19.00854,173.31,0.12372,14.98244,9.60675,5.916202063,6.025865974,2.989820835,2.944888352,4.197953545,5.155081898,-1.889681056,-2.089734331,4.457474621,3.870715696,2.848253851,3.099475762,9.11748088,0.95606203,2.604207363,0.818687136,0.754058064,1.184183765,0.047626432,-0.044932483,0.957128354,-0.200053275,-0.282285906,0.169053731
39NN,32.34,39.21,1.212430427,10.08,27.51,230,186,2.03696,93.88,0.15751,10.63155,27.83723,2.72405,126.25,0.14556,10.50721,20.09724,5.438079309,5.225746674,0.7114585,1.002119743,4.542017371,4.838264068,-1.848266331,-1.927166906,3.260605772,3.241482685,5.276099885,4.482994535,46.3464327,1.337311484,1.344801875,0.924131801,0.988304622,0.721955453,-0.092214892,0.290661243,0.296246697,-0.078900576,-0.011764307,-0.325791841
39RN,25.03,47,1.877746704,14.05,30.66,416,386,3.64559,147.4,0.30241,19.04853,29.09645,6.19636,212.34,0.13896,17.26196,27.73497,6.03068526,5.955837369,1.293518218,1.823962023,4.99314998,5.358188764,-1.195971566,-1.973569157,4.364462166,4.154751497,5.394112531,5.266400099,34.26850603,1.699686471,1.440569878,0.459508614,0.906209561,0.953208037,-0.032506026,0.530443805,0.365038784,-0.777597591,-0.098484696,-0.047922102
40NN,29.34,44.4,1.513292434,13.98,27.99,303,227,11.51947,415.31,0.26954,11.6066,32.20516,4.62151,237.17,0.10711,9.35339,10.86637,5.713732806,5.424950017,2.444038647,1.530721492,6.029025229,5.468777184,-1.311038477,-2.233898935,3.406846049,3.058331244,5.674959031,3.296417753,51.31872483,0.401191201,0.571067395,0.397380723,0.805868213,0.337410837,-0.125416771,-0.913317155,-0.560248047,-0.922860458,-0.215835057,-1.08645399
40RN,26.12,44.1,1.688361409,15.12,26.89,494,280,42.59298,202.31,0.1219,15.8389,36.88013,23.21017,120.53,0.12902,13.63115,43.74382,6.202535517,5.634789603,3.751689451,3.144590545,5.309801174,4.791898685,-2.104554242,-2.047787848,3.979811553,3.692038732,6.072901284,6.613911097,5.192982214,0.54492947,0.59576887,1.058408532,0.860612164,1.186108075,-0.246568918,-0.607098906,-0.517902489,0.056766395,-0.150111324,0.170677422
42NN,33.45,45.7,1.366218236,13.11,29.57,241,209,5.18669,177.75,0.14288,12.79436,50.62281,6.27832,169.67,0.08957,8.9192,38.38474,5.484796933,5.342334252,1.646095729,1.837102429,5.180378069,5.133855374,-1.945750162,-2.412734836,3.576920463,2.986502972,7.114970836,6.195541946,27.02474547,1.210467562,0.954542897,0.626889698,0.697119668,0.758249888,-0.061870756,0.1910067,-0.046522695,-0.466984674,-0.360798193,-0.27674228
42RN,26.3,43.5,1.653992395,9.16,31.78,313,227,4.17175,230.57,0.21439,13.08259,45.7961,2.83993,109.08,0.15328,11.88334,36.68621,5.746203191,5.424950017,1.428335612,1.043779404,5.440554504,4.692081558,-1.539958493,-1.875488965,3.616986315,3.44722207,6.767281581,6.056914231,38.40939741,0.680752682,0.473088433,0.71495872,0.908332371,0.801077166,-0.13951848,-0.384556208,-0.748472946,-0.335530472,-0.09614492,-0.221797999
43NN,25.82,43.7,1.692486445,11.19,27.67,221,260,1.49834,51.91,0.01441,8.64384,33.98145,1.63361,61.12,0.01441,7.57087,34.81341,5.398162702,5.560681631,0.404357829,0.49079229,3.94951145,4.112839145,-4.239832869,-4.239832869,2.940040816,2.751521397,5.829361028,5.900288976,37.41407068,1.09027991,1.177422462,1,0.875868827,1.024482769,0.070581074,0.086434461,0.163327695,0,-0.13253894,0.02418787
43RN,31.3,51.3,1.638977636,15.56,32.48,536,370,31.9106,141.72,0.17208,15.55189,8.98768,19.66983,64.46,0.1582,17.78279,7.2432,6.284134161,5.913503006,3.462938243,2.97908599,4.95385328,4.166044876,-1.759795794,-1.843895224,3.943588467,4.216964548,2.997945963,2.691319379,3.277100005,0.616404267,0.454840531,0.919339842,1.143448803,0.805903192,-0.160963066,-0.483852253,-0.787808403,-0.08409943,0.134048961,-0.215791653
